"species","site","presence_absence","abundance"
"Eleocharis_uniglumis","HU25",1,1
"Eleocharis_uniglumis","HU37",1,1
"Eleocharis_uniglumis","HU38",1,1
"Eleocharis_uniglumis","HU49",1,1
"Eleocharis_uniglumis","HU69",1,2
"Eleocharis_uniglumis","HY20",1,1
"Eleocharis_uniglumis","HY30",1,3
"Eleocharis_uniglumis","HY62",1,1
"Eleocharis_uniglumis","HY74",1,2
"Eleocharis_uniglumis","J21",1,2
"Eleocharis_uniglumis","J53",1,6
"Eleocharis_uniglumis","J54",1,5
"Eleocharis_uniglumis","J56",1,2
"Eleocharis_uniglumis","J64",1,5
"Eleocharis_uniglumis","L76",1,3
"Eleocharis_uniglumis","L77",1,3
"Eleocharis_uniglumis","L99",1,2
"Eleocharis_uniglumis","M20",1,1
"Eleocharis_uniglumis","NB31",1,1
"Eleocharis_uniglumis","NB44",1,2
"Eleocharis_uniglumis","NB54",1,1
"Eleocharis_uniglumis","NC25",1,4
"Eleocharis_uniglumis","NC27",1,1
"Eleocharis_uniglumis","NC55",1,3
"Eleocharis_uniglumis","ND35",1,3
"Eleocharis_uniglumis","ND37",1,1
"Eleocharis_uniglumis","ND47",1,1
"Eleocharis_uniglumis","ND48",1,2
"Eleocharis_uniglumis","NF71",1,3
"Eleocharis_uniglumis","NF72",1,5
"Eleocharis_uniglumis","NF73",1,7
"Eleocharis_uniglumis","NF74",1,4
"Eleocharis_uniglumis","NF75",1,4
"Eleocharis_uniglumis","NF76",1,9
"Eleocharis_uniglumis","NF86",1,4
"Eleocharis_uniglumis","NF88",1,2
"Eleocharis_uniglumis","NG31",1,2
"Eleocharis_uniglumis","NG52",1,5
"Eleocharis_uniglumis","NG53",1,3
"Eleocharis_uniglumis","NG60",1,1
"Eleocharis_uniglumis","NG61",1,7
"Eleocharis_uniglumis","NG70",1,3
"Eleocharis_uniglumis","NG71",1,3
"Eleocharis_uniglumis","NH54",1,2
"Eleocharis_uniglumis","NH55",1,3
"Eleocharis_uniglumis","NH64",1,2
"Eleocharis_uniglumis","NH65",1,2
"Eleocharis_uniglumis","NH69",1,1
"Eleocharis_uniglumis","NH79",1,1
"Eleocharis_uniglumis","NJ46",1,2
"Eleocharis_uniglumis","NJ66",1,1
"Eleocharis_uniglumis","NK14",1,1
"Eleocharis_uniglumis","NK15",1,1
"Eleocharis_uniglumis","NM05",1,2
"Eleocharis_uniglumis","NM57",1,3
"Eleocharis_uniglumis","NM66",1,5
"Eleocharis_uniglumis","NM67",1,6
"Eleocharis_uniglumis","NM77",1,3
"Eleocharis_uniglumis","NM94",1,8
"Eleocharis_uniglumis","NN04",1,1
"Eleocharis_uniglumis","NN06",1,1
"Eleocharis_uniglumis","NO23",1,2
"Eleocharis_uniglumis","NO32",1,1
"Eleocharis_uniglumis","NO41",1,2
"Eleocharis_uniglumis","NO42",1,2
"Eleocharis_uniglumis","NO60",1,1
"Eleocharis_uniglumis","NO76",1,1
"Eleocharis_uniglumis","NR25",1,1
"Eleocharis_uniglumis","NR26",1,7
"Eleocharis_uniglumis","NR37",1,2
"Eleocharis_uniglumis","NR39",1,8
"Eleocharis_uniglumis","NR44",1,4
"Eleocharis_uniglumis","NR45",1,1
"Eleocharis_uniglumis","NR78",1,6
"Eleocharis_uniglumis","NR79",1,4
"Eleocharis_uniglumis","NR83",1,2
"Eleocharis_uniglumis","NR95",1,3
"Eleocharis_uniglumis","NR96",1,1
"Eleocharis_uniglumis","NS08",1,1
"Eleocharis_uniglumis","NS15",1,1
"Eleocharis_uniglumis","NS18",1,2
"Eleocharis_uniglumis","NS37",1,2
"Eleocharis_uniglumis","NT07",1,1
"Eleocharis_uniglumis","NT48",1,1
"Eleocharis_uniglumis","NT58",1,1
"Eleocharis_uniglumis","NT95",1,2
"Eleocharis_uniglumis","NU22",1,3
"Eleocharis_uniglumis","NX04",1,2
"Eleocharis_uniglumis","NX15",1,2
"Eleocharis_uniglumis","NX45",1,3
"Eleocharis_uniglumis","NX46",1,1
"Eleocharis_uniglumis","NX55",1,3
"Eleocharis_uniglumis","NX64",1,1
"Eleocharis_uniglumis","NX74",1,1
"Eleocharis_uniglumis","NX85",1,6
"Eleocharis_uniglumis","NX91",1,1
"Eleocharis_uniglumis","NX95",1,4
"Eleocharis_uniglumis","NX96",1,2
"Eleocharis_uniglumis","NX97",1,2
"Eleocharis_uniglumis","NY00",1,1
"Eleocharis_uniglumis","NY04",1,1
"Eleocharis_uniglumis","NY05",1,1
"Eleocharis_uniglumis","NY06",1,5
"Eleocharis_uniglumis","NY15",1,5
"Eleocharis_uniglumis","NY25",1,2
"Eleocharis_uniglumis","NY36",1,2
"Eleocharis_uniglumis","NY66",1,2
"Eleocharis_uniglumis","NY67",1,3
"Eleocharis_uniglumis","NY82",1,3
"Eleocharis_uniglumis","NY83",1,3
"Eleocharis_uniglumis","NY98",1,1
"Eleocharis_uniglumis","NZ43",1,3
"Eleocharis_uniglumis","NZ52",1,7
"Eleocharis_uniglumis","NZ53",1,1
"Eleocharis_uniglumis","NZ71",1,2
"Eleocharis_uniglumis","R08",1,1
"Eleocharis_uniglumis","R25",1,2
"Eleocharis_uniglumis","S81",1,2
"Eleocharis_uniglumis","S90",1,2
"Eleocharis_uniglumis","SD09",1,7
"Eleocharis_uniglumis","SD16",1,1
"Eleocharis_uniglumis","SD17",1,3
"Eleocharis_uniglumis","SD18",1,4
"Eleocharis_uniglumis","SD19",1,4
"Eleocharis_uniglumis","SD21",1,2
"Eleocharis_uniglumis","SD27",1,3
"Eleocharis_uniglumis","SD28",1,5
"Eleocharis_uniglumis","SD29",1,1
"Eleocharis_uniglumis","SD32",1,2
"Eleocharis_uniglumis","SD33",1,1
"Eleocharis_uniglumis","SD34",1,2
"Eleocharis_uniglumis","SD37",1,3
"Eleocharis_uniglumis","SD38",1,3
"Eleocharis_uniglumis","SD41",1,2
"Eleocharis_uniglumis","SD46",1,7
"Eleocharis_uniglumis","SD47",1,13
"Eleocharis_uniglumis","SD48",1,4
"Eleocharis_uniglumis","SD86",1,2
"Eleocharis_uniglumis","SD96",1,2
"Eleocharis_uniglumis","SE20",1,1
"Eleocharis_uniglumis","SE28",1,1
"Eleocharis_uniglumis","SE74",1,1
"Eleocharis_uniglumis","SE82",1,1
"Eleocharis_uniglumis","SH46",1,4
"Eleocharis_uniglumis","SH48",1,5
"Eleocharis_uniglumis","SH53",1,7
"Eleocharis_uniglumis","SH61",1,6
"Eleocharis_uniglumis","SH63",1,3
"Eleocharis_uniglumis","SH77",1,2
"Eleocharis_uniglumis","SJ16",1,1
"Eleocharis_uniglumis","SJ18",1,1
"Eleocharis_uniglumis","SJ29",1,1
"Eleocharis_uniglumis","SJ45",1,1
"Eleocharis_uniglumis","SJ56",1,1
"Eleocharis_uniglumis","SJ81",1,1
"Eleocharis_uniglumis","SK48",1,1
"Eleocharis_uniglumis","SK87",1,1
"Eleocharis_uniglumis","SN01",1,2
"Eleocharis_uniglumis","SN10",1,1
"Eleocharis_uniglumis","SN14",1,2
"Eleocharis_uniglumis","SN69",1,5
"Eleocharis_uniglumis","SO83",1,1
"Eleocharis_uniglumis","SP20",1,3
"Eleocharis_uniglumis","SP21",1,1
"Eleocharis_uniglumis","SP51",1,2
"Eleocharis_uniglumis","SP92",1,1
"Eleocharis_uniglumis","SS43",1,7
"Eleocharis_uniglumis","SS49",1,6
"Eleocharis_uniglumis","SS58",1,1
"Eleocharis_uniglumis","SS59",1,6
"Eleocharis_uniglumis","SS78",1,2
"Eleocharis_uniglumis","ST32",1,3
"Eleocharis_uniglumis","ST57",1,1
"Eleocharis_uniglumis","ST95",1,1
"Eleocharis_uniglumis","SU09",1,4
"Eleocharis_uniglumis","SU20",1,1
"Eleocharis_uniglumis","SU30",1,2
"Eleocharis_uniglumis","SU31",1,2
"Eleocharis_uniglumis","SU34",1,3
"Eleocharis_uniglumis","SU40",1,5
"Eleocharis_uniglumis","SU51",1,1
"Eleocharis_uniglumis","SU58",1,1
"Eleocharis_uniglumis","SU70",1,2
"Eleocharis_uniglumis","SU75",1,4
"Eleocharis_uniglumis","SU85",1,1
"Eleocharis_uniglumis","SU96",1,1
"Eleocharis_uniglumis","SY58",1,1
"Eleocharis_uniglumis","SY66",1,1
"Eleocharis_uniglumis","SZ08",1,4
"Eleocharis_uniglumis","SZ19",1,4
"Eleocharis_uniglumis","SZ39",1,3
"Eleocharis_uniglumis","SZ48",1,1
"Eleocharis_uniglumis","SZ49",1,5
"Eleocharis_uniglumis","T00",1,6
"Eleocharis_uniglumis","T10",1,4
"Eleocharis_uniglumis","TF00",1,3
"Eleocharis_uniglumis","TF30",1,1
"Eleocharis_uniglumis","TF49",1,3
"Eleocharis_uniglumis","TF55",1,1
"Eleocharis_uniglumis","TF62",1,2
"Eleocharis_uniglumis","TF70",1,1
"Eleocharis_uniglumis","TF71",1,3
"Eleocharis_uniglumis","TF74",1,4
"Eleocharis_uniglumis","TF84",1,1
"Eleocharis_uniglumis","TG01",1,2
"Eleocharis_uniglumis","TG23",1,1
"Eleocharis_uniglumis","TG30",1,2
"Eleocharis_uniglumis","TG40",1,14
"Eleocharis_uniglumis","TG42",1,8
"Eleocharis_uniglumis","TL29",1,2
"Eleocharis_uniglumis","TL34",1,1
"Eleocharis_uniglumis","TL39",1,1
"Eleocharis_uniglumis","TL57",1,2
"Eleocharis_uniglumis","TL58",1,1
"Eleocharis_uniglumis","TL59",1,2
"Eleocharis_uniglumis","TL66",1,1
"Eleocharis_uniglumis","TL99",1,3
"Eleocharis_uniglumis","TM46",1,3
"Eleocharis_uniglumis","TM47",1,7
"Eleocharis_uniglumis","TQ38",1,1
"Eleocharis_uniglumis","TQ60",1,1
"Eleocharis_uniglumis","TV59",1,2
"Empetrum_nigrum","C81",1,1
"Empetrum_nigrum","C90",1,2
"Empetrum_nigrum","C93",1,3
"Empetrum_nigrum","D01",1,2
"Empetrum_nigrum","D03",1,4
"Empetrum_nigrum","D04",1,3
"Empetrum_nigrum","D11",1,6
"Empetrum_nigrum","D12",1,18
"Empetrum_nigrum","D13",1,6
"Empetrum_nigrum","D14",1,5
"Empetrum_nigrum","D20",1,5
"Empetrum_nigrum","D21",1,6
"Empetrum_nigrum","D23",1,8
"Empetrum_nigrum","G64",1,1
"Empetrum_nigrum","G98",1,2
"Empetrum_nigrum","H03",1,3
"Empetrum_nigrum","H04",1,8
"Empetrum_nigrum","H05",1,9
"Empetrum_nigrum","H12",1,8
"Empetrum_nigrum","H13",1,5
"Empetrum_nigrum","H22",1,2
"Empetrum_nigrum","H59",1,5
"Empetrum_nigrum","H68",1,2
"Empetrum_nigrum","H69",1,7
"Empetrum_nigrum","H78",1,4
"Empetrum_nigrum","HU24",1,1
"Empetrum_nigrum","HY10",1,3
"Empetrum_nigrum","HY20",1,16
"Empetrum_nigrum","HY21",1,14
"Empetrum_nigrum","HY22",1,13
"Empetrum_nigrum","HY30",1,16
"Empetrum_nigrum","HY31",1,18
"Empetrum_nigrum","HY32",1,16
"Empetrum_nigrum","HY33",1,6
"Empetrum_nigrum","HY40",1,8
"Empetrum_nigrum","HY41",1,10
"Empetrum_nigrum","HY42",1,13
"Empetrum_nigrum","HY43",1,5
"Empetrum_nigrum","HY44",1,9
"Empetrum_nigrum","HY45",1,2
"Empetrum_nigrum","HY50",1,14
"Empetrum_nigrum","HY51",1,6
"Empetrum_nigrum","HY53",1,10
"Empetrum_nigrum","HY54",1,2
"Empetrum_nigrum","HY62",1,8
"Empetrum_nigrum","HY63",1,3
"Empetrum_nigrum","HY64",1,3
"Empetrum_nigrum","J09",1,2
"Empetrum_nigrum","J22",1,12
"Empetrum_nigrum","J32",1,13
"Empetrum_nigrum","L55",1,2
"Empetrum_nigrum","M10",1,8
"Empetrum_nigrum","M55",1,2
"Empetrum_nigrum","M90",1,2
"Empetrum_nigrum","N01",1,2
"Empetrum_nigrum","N32",1,1
"Empetrum_nigrum","N45",1,1
"Empetrum_nigrum","NB12",1,5
"Empetrum_nigrum","NB33",1,17
"Empetrum_nigrum","NB90",1,9
"Empetrum_nigrum","NB91",1,3
"Empetrum_nigrum","NC00",1,7
"Empetrum_nigrum","NC10",1,8
"Empetrum_nigrum","NC13",1,17
"Empetrum_nigrum","NC20",1,22
"Empetrum_nigrum","NC21",1,25
"Empetrum_nigrum","NC22",1,23
"Empetrum_nigrum","NC25",1,18
"Empetrum_nigrum","NC30",1,11
"Empetrum_nigrum","NC31",1,17
"Empetrum_nigrum","NC32",1,16
"Empetrum_nigrum","NC33",1,9
"Empetrum_nigrum","NC36",1,12
"Empetrum_nigrum","NC37",1,6
"Empetrum_nigrum","NC43",1,6
"Empetrum_nigrum","NC44",1,7
"Empetrum_nigrum","NC45",1,7
"Empetrum_nigrum","NC53",1,7
"Empetrum_nigrum","NC56",1,6
"Empetrum_nigrum","NC60",1,19
"Empetrum_nigrum","NC62",1,6
"Empetrum_nigrum","NC63",1,2
"Empetrum_nigrum","NC65",1,10
"Empetrum_nigrum","NC66",1,9
"Empetrum_nigrum","NC70",1,19
"Empetrum_nigrum","NC72",1,23
"Empetrum_nigrum","NC76",1,8
"Empetrum_nigrum","NC80",1,13
"Empetrum_nigrum","NC83",1,15
"Empetrum_nigrum","NC93",1,8
"Empetrum_nigrum","NC94",1,3
"Empetrum_nigrum","NC95",1,2
"Empetrum_nigrum","NC96",1,5
"Empetrum_nigrum","ND01",1,7
"Empetrum_nigrum","ND02",1,10
"Empetrum_nigrum","ND03",1,7
"Empetrum_nigrum","ND04",1,8
"Empetrum_nigrum","ND05",1,3
"Empetrum_nigrum","ND06",1,2
"Empetrum_nigrum","ND07",1,2
"Empetrum_nigrum","ND12",1,9
"Empetrum_nigrum","ND13",1,9
"Empetrum_nigrum","ND14",1,5
"Empetrum_nigrum","ND16",1,1
"Empetrum_nigrum","ND17",1,3
"Empetrum_nigrum","ND19",1,2
"Empetrum_nigrum","ND23",1,7
"Empetrum_nigrum","ND24",1,9
"Empetrum_nigrum","ND25",1,3
"Empetrum_nigrum","ND26",1,2
"Empetrum_nigrum","ND27",1,4
"Empetrum_nigrum","ND28",1,3
"Empetrum_nigrum","ND29",1,21
"Empetrum_nigrum","ND33",1,2
"Empetrum_nigrum","ND34",1,8
"Empetrum_nigrum","ND35",1,3
"Empetrum_nigrum","ND36",1,4
"Empetrum_nigrum","ND37",1,8
"Empetrum_nigrum","ND39",1,14
"Empetrum_nigrum","ND47",1,1
"Empetrum_nigrum","ND48",1,11
"Empetrum_nigrum","NF70",1,6
"Empetrum_nigrum","NF73",1,6
"Empetrum_nigrum","NF74",1,5
"Empetrum_nigrum","NF81",1,6
"Empetrum_nigrum","NF83",1,12
"Empetrum_nigrum","NF84",1,18
"Empetrum_nigrum","NF85",1,11
"Empetrum_nigrum","NF86",1,18
"Empetrum_nigrum","NF87",1,6
"Empetrum_nigrum","NF97",1,15
"Empetrum_nigrum","NF99",1,6
"Empetrum_nigrum","NG08",1,7
"Empetrum_nigrum","NG14",1,9
"Empetrum_nigrum","NG19",1,8
"Empetrum_nigrum","NG20",1,2
"Empetrum_nigrum","NG23",1,6
"Empetrum_nigrum","NG24",1,20
"Empetrum_nigrum","NG25",1,18
"Empetrum_nigrum","NG26",1,13
"Empetrum_nigrum","NG31",1,4
"Empetrum_nigrum","NG32",1,15
"Empetrum_nigrum","NG33",1,21
"Empetrum_nigrum","NG34",1,24
"Empetrum_nigrum","NG35",1,19
"Empetrum_nigrum","NG36",1,8
"Empetrum_nigrum","NG42",1,6
"Empetrum_nigrum","NG44",1,10
"Empetrum_nigrum","NG46",1,21
"Empetrum_nigrum","NG50",1,12
"Empetrum_nigrum","NG51",1,11
"Empetrum_nigrum","NG52",1,11
"Empetrum_nigrum","NG53",1,17
"Empetrum_nigrum","NG55",1,8
"Empetrum_nigrum","NG60",1,9
"Empetrum_nigrum","NG61",1,17
"Empetrum_nigrum","NG66",1,2
"Empetrum_nigrum","NG70",1,4
"Empetrum_nigrum","NG71",1,12
"Empetrum_nigrum","NG72",1,21
"Empetrum_nigrum","NG81",1,4
"Empetrum_nigrum","NG84",1,4
"Empetrum_nigrum","NG95",1,6
"Empetrum_nigrum","NG96",1,7
"Empetrum_nigrum","NH00",1,12
"Empetrum_nigrum","NH01",1,9
"Empetrum_nigrum","NH02",1,15
"Empetrum_nigrum","NH06",1,11
"Empetrum_nigrum","NH10",1,9
"Empetrum_nigrum","NH11",1,15
"Empetrum_nigrum","NH12",1,18
"Empetrum_nigrum","NH13",1,20
"Empetrum_nigrum","NH14",1,23
"Empetrum_nigrum","NH17",1,7
"Empetrum_nigrum","NH20",1,7
"Empetrum_nigrum","NH21",1,3
"Empetrum_nigrum","NH22",1,8
"Empetrum_nigrum","NH23",1,7
"Empetrum_nigrum","NH24",1,23
"Empetrum_nigrum","NH25",1,18
"Empetrum_nigrum","NH26",1,19
"Empetrum_nigrum","NH27",1,18
"Empetrum_nigrum","NH31",1,2
"Empetrum_nigrum","NH32",1,1
"Empetrum_nigrum","NH33",1,4
"Empetrum_nigrum","NH34",1,13
"Empetrum_nigrum","NH40",1,7
"Empetrum_nigrum","NH41",1,3
"Empetrum_nigrum","NH42",1,5
"Empetrum_nigrum","NH43",1,3
"Empetrum_nigrum","NH44",1,3
"Empetrum_nigrum","NH48",1,22
"Empetrum_nigrum","NH49",1,15
"Empetrum_nigrum","NH50",1,4
"Empetrum_nigrum","NH51",1,4
"Empetrum_nigrum","NH52",1,5
"Empetrum_nigrum","NH53",1,6
"Empetrum_nigrum","NH54",1,2
"Empetrum_nigrum","NH56",1,12
"Empetrum_nigrum","NH59",1,4
"Empetrum_nigrum","NH60",1,7
"Empetrum_nigrum","NH61",1,3
"Empetrum_nigrum","NH62",1,7
"Empetrum_nigrum","NH63",1,11
"Empetrum_nigrum","NH64",1,2
"Empetrum_nigrum","NH65",1,4
"Empetrum_nigrum","NH66",1,3
"Empetrum_nigrum","NH68",1,13
"Empetrum_nigrum","NH70",1,11
"Empetrum_nigrum","NH71",1,5
"Empetrum_nigrum","NH72",1,7
"Empetrum_nigrum","NH73",1,8
"Empetrum_nigrum","NH74",1,5
"Empetrum_nigrum","NH75",1,1
"Empetrum_nigrum","NH77",1,10
"Empetrum_nigrum","NH78",1,10
"Empetrum_nigrum","NH80",1,12
"Empetrum_nigrum","NH81",1,18
"Empetrum_nigrum","NH82",1,16
"Empetrum_nigrum","NH83",1,5
"Empetrum_nigrum","NH84",1,7
"Empetrum_nigrum","NH88",1,7
"Empetrum_nigrum","NH89",1,5
"Empetrum_nigrum","NH90",1,20
"Empetrum_nigrum","NH91",1,19
"Empetrum_nigrum","NH92",1,20
"Empetrum_nigrum","NH93",1,15
"Empetrum_nigrum","NH98",1,1
"Empetrum_nigrum","NJ00",1,18
"Empetrum_nigrum","NJ01",1,25
"Empetrum_nigrum","NJ10",1,16
"Empetrum_nigrum","NJ11",1,13
"Empetrum_nigrum","NJ12",1,16
"Empetrum_nigrum","NJ13",1,19
"Empetrum_nigrum","NJ14",1,17
"Empetrum_nigrum","NJ15",1,14
"Empetrum_nigrum","NJ21",1,20
"Empetrum_nigrum","NJ23",1,8
"Empetrum_nigrum","NJ30",1,17
"Empetrum_nigrum","NJ31",1,10
"Empetrum_nigrum","NJ32",1,14
"Empetrum_nigrum","NJ33",1,6
"Empetrum_nigrum","NJ34",1,8
"Empetrum_nigrum","NJ35",1,12
"Empetrum_nigrum","NJ42",1,13
"Empetrum_nigrum","NJ43",1,5
"Empetrum_nigrum","NJ44",1,8
"Empetrum_nigrum","NJ46",1,5
"Empetrum_nigrum","NJ55",1,9
"Empetrum_nigrum","NJ56",1,5
"Empetrum_nigrum","NJ60",1,5
"Empetrum_nigrum","NJ62",1,6
"Empetrum_nigrum","NJ63",1,4
"Empetrum_nigrum","NJ66",1,3
"Empetrum_nigrum","NJ73",1,1
"Empetrum_nigrum","NJ76",1,4
"Empetrum_nigrum","NJ85",1,10
"Empetrum_nigrum","NL58",1,1
"Empetrum_nigrum","NM21",1,2
"Empetrum_nigrum","NM22",1,8
"Empetrum_nigrum","NM25",1,6
"Empetrum_nigrum","NM26",1,5
"Empetrum_nigrum","NM31",1,6
"Empetrum_nigrum","NM32",1,7
"Empetrum_nigrum","NM34",1,8
"Empetrum_nigrum","NM37",1,1
"Empetrum_nigrum","NM45",1,6
"Empetrum_nigrum","NM46",1,14
"Empetrum_nigrum","NM47",1,4
"Empetrum_nigrum","NM48",1,7
"Empetrum_nigrum","NM53",1,11
"Empetrum_nigrum","NM56",1,17
"Empetrum_nigrum","NM57",1,7
"Empetrum_nigrum","NM66",1,16
"Empetrum_nigrum","NM67",1,9
"Empetrum_nigrum","NM68",1,7
"Empetrum_nigrum","NM70",1,6
"Empetrum_nigrum","NM71",1,8
"Empetrum_nigrum","NM77",1,10
"Empetrum_nigrum","NM79",1,1
"Empetrum_nigrum","NM80",1,5
"Empetrum_nigrum","NM85",1,2
"Empetrum_nigrum","NM88",1,8
"Empetrum_nigrum","NM90",1,3
"Empetrum_nigrum","NM91",1,3
"Empetrum_nigrum","NM92",1,4
"Empetrum_nigrum","NM95",1,5
"Empetrum_nigrum","NN00",1,5
"Empetrum_nigrum","NN01",1,5
"Empetrum_nigrum","NN04",1,3
"Empetrum_nigrum","NN05",1,10
"Empetrum_nigrum","NN11",1,3
"Empetrum_nigrum","NN12",1,3
"Empetrum_nigrum","NN14",1,1
"Empetrum_nigrum","NN15",1,18
"Empetrum_nigrum","NN18",1,4
"Empetrum_nigrum","NN20",1,5
"Empetrum_nigrum","NN21",1,3
"Empetrum_nigrum","NN22",1,5
"Empetrum_nigrum","NN23",1,7
"Empetrum_nigrum","NN24",1,5
"Empetrum_nigrum","NN25",1,14
"Empetrum_nigrum","NN26",1,5
"Empetrum_nigrum","NN27",1,13
"Empetrum_nigrum","NN28",1,4
"Empetrum_nigrum","NN29",1,6
"Empetrum_nigrum","NN30",1,10
"Empetrum_nigrum","NN31",1,16
"Empetrum_nigrum","NN32",1,5
"Empetrum_nigrum","NN33",1,12
"Empetrum_nigrum","NN34",1,13
"Empetrum_nigrum","NN35",1,13
"Empetrum_nigrum","NN39",1,9
"Empetrum_nigrum","NN40",1,11
"Empetrum_nigrum","NN42",1,13
"Empetrum_nigrum","NN43",1,18
"Empetrum_nigrum","NN44",1,12
"Empetrum_nigrum","NN45",1,9
"Empetrum_nigrum","NN46",1,19
"Empetrum_nigrum","NN47",1,18
"Empetrum_nigrum","NN48",1,10
"Empetrum_nigrum","NN49",1,5
"Empetrum_nigrum","NN50",1,14
"Empetrum_nigrum","NN51",1,11
"Empetrum_nigrum","NN53",1,8
"Empetrum_nigrum","NN54",1,10
"Empetrum_nigrum","NN55",1,8
"Empetrum_nigrum","NN56",1,14
"Empetrum_nigrum","NN57",1,13
"Empetrum_nigrum","NN58",1,5
"Empetrum_nigrum","NN59",1,9
"Empetrum_nigrum","NN61",1,13
"Empetrum_nigrum","NN62",1,9
"Empetrum_nigrum","NN63",1,2
"Empetrum_nigrum","NN64",1,15
"Empetrum_nigrum","NN65",1,5
"Empetrum_nigrum","NN66",1,11
"Empetrum_nigrum","NN67",1,22
"Empetrum_nigrum","NN68",1,6
"Empetrum_nigrum","NN69",1,10
"Empetrum_nigrum","NN70",1,4
"Empetrum_nigrum","NN71",1,9
"Empetrum_nigrum","NN73",1,13
"Empetrum_nigrum","NN75",1,9
"Empetrum_nigrum","NN77",1,6
"Empetrum_nigrum","NN78",1,10
"Empetrum_nigrum","NN79",1,8
"Empetrum_nigrum","NN80",1,11
"Empetrum_nigrum","NN81",1,4
"Empetrum_nigrum","NN82",1,5
"Empetrum_nigrum","NN83",1,12
"Empetrum_nigrum","NN84",1,8
"Empetrum_nigrum","NN85",1,12
"Empetrum_nigrum","NN86",1,4
"Empetrum_nigrum","NN87",1,11
"Empetrum_nigrum","NN88",1,7
"Empetrum_nigrum","NN89",1,13
"Empetrum_nigrum","NN90",1,12
"Empetrum_nigrum","NN91",1,3
"Empetrum_nigrum","NN93",1,11
"Empetrum_nigrum","NN94",1,7
"Empetrum_nigrum","NN95",1,4
"Empetrum_nigrum","NN96",1,14
"Empetrum_nigrum","NN97",1,9
"Empetrum_nigrum","NN98",1,15
"Empetrum_nigrum","NN99",1,18
"Empetrum_nigrum","NO00",1,8
"Empetrum_nigrum","NO01",1,3
"Empetrum_nigrum","NO03",1,4
"Empetrum_nigrum","NO04",1,2
"Empetrum_nigrum","NO05",1,9
"Empetrum_nigrum","NO06",1,16
"Empetrum_nigrum","NO07",1,23
"Empetrum_nigrum","NO08",1,16
"Empetrum_nigrum","NO09",1,19
"Empetrum_nigrum","NO10",1,2
"Empetrum_nigrum","NO11",1,1
"Empetrum_nigrum","NO14",1,1
"Empetrum_nigrum","NO15",1,3
"Empetrum_nigrum","NO16",1,9
"Empetrum_nigrum","NO17",1,16
"Empetrum_nigrum","NO19",1,18
"Empetrum_nigrum","NO26",1,5
"Empetrum_nigrum","NO27",1,13
"Empetrum_nigrum","NO28",1,14
"Empetrum_nigrum","NO33",1,1
"Empetrum_nigrum","NO34",1,2
"Empetrum_nigrum","NO35",1,1
"Empetrum_nigrum","NO36",1,7
"Empetrum_nigrum","NO37",1,10
"Empetrum_nigrum","NO39",1,10
"Empetrum_nigrum","NO41",1,1
"Empetrum_nigrum","NO43",1,1
"Empetrum_nigrum","NO44",1,3
"Empetrum_nigrum","NO45",1,2
"Empetrum_nigrum","NO46",1,5
"Empetrum_nigrum","NO47",1,7
"Empetrum_nigrum","NO48",1,7
"Empetrum_nigrum","NO57",1,1
"Empetrum_nigrum","NO58",1,7
"Empetrum_nigrum","NO64",1,1
"Empetrum_nigrum","NR15",1,6
"Empetrum_nigrum","NR16",1,1
"Empetrum_nigrum","NR24",1,5
"Empetrum_nigrum","NR25",1,5
"Empetrum_nigrum","NR26",1,8
"Empetrum_nigrum","NR34",1,7
"Empetrum_nigrum","NR36",1,4
"Empetrum_nigrum","NR37",1,5
"Empetrum_nigrum","NR38",1,4
"Empetrum_nigrum","NR39",1,13
"Empetrum_nigrum","NR45",1,5
"Empetrum_nigrum","NR49",1,5
"Empetrum_nigrum","NR64",1,3
"Empetrum_nigrum","NR65",1,4
"Empetrum_nigrum","NR71",1,1
"Empetrum_nigrum","NR73",1,3
"Empetrum_nigrum","NR74",1,4
"Empetrum_nigrum","NR75",1,2
"Empetrum_nigrum","NR76",1,6
"Empetrum_nigrum","NR78",1,10
"Empetrum_nigrum","NR79",1,10
"Empetrum_nigrum","NR83",1,2
"Empetrum_nigrum","NR84",1,5
"Empetrum_nigrum","NR85",1,6
"Empetrum_nigrum","NR86",1,6
"Empetrum_nigrum","NR87",1,11
"Empetrum_nigrum","NR88",1,6
"Empetrum_nigrum","NR89",1,6
"Empetrum_nigrum","NR94",1,9
"Empetrum_nigrum","NR95",1,6
"Empetrum_nigrum","NR96",1,5
"Empetrum_nigrum","NS05",1,7
"Empetrum_nigrum","NS06",1,15
"Empetrum_nigrum","NS07",1,6
"Empetrum_nigrum","NS15",1,10
"Empetrum_nigrum","NS17",1,3
"Empetrum_nigrum","NS26",1,18
"Empetrum_nigrum","NS27",1,12
"Empetrum_nigrum","NS28",1,2
"Empetrum_nigrum","NS29",1,4
"Empetrum_nigrum","NS34",1,2
"Empetrum_nigrum","NS36",1,9
"Empetrum_nigrum","NS37",1,5
"Empetrum_nigrum","NS38",1,1
"Empetrum_nigrum","NS39",1,7
"Empetrum_nigrum","NS45",1,5
"Empetrum_nigrum","NS46",1,2
"Empetrum_nigrum","NS47",1,5
"Empetrum_nigrum","NS54",1,11
"Empetrum_nigrum","NS55",1,2
"Empetrum_nigrum","NS58",1,6
"Empetrum_nigrum","NS59",1,2
"Empetrum_nigrum","NS69",1,6
"Empetrum_nigrum","NS80",1,1
